PARAMETER_ID,VALUE,UNIT,SOURCE,PROVENANCE,FROZEN_OR_FITTABLE
ANGLE_2_3_30_THETAEQ,109.450047194087,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_2_3_31_K,43.23,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_2_3_31_THETAEQ,109.450047194087,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_2_12_39_K,43.23,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_2_12_39_THETAEQ,109.450047194087,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_3_4_32_K,43.23,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_3_4_32_THETAEQ,109.450047194087,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_3_4_33_K,43.23,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_3_4_33_THETAEQ,109.450047194087,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_4_3_30_K,43.23,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_4_3_30_THETAEQ,109.450047194087,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_4_3_31_K,43.23,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_4_3_31_THETAEQ,109.450047194087,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_5_4_32_K,43.84,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_5_4_32_THETAEQ,107.6700460874477,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_5_4_33_K,43.84,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_5_4_33_THETAEQ,107.6700460874477,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_5_7_34_K,43.31,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_5_7_34_THETAEQ,116.4100497186075,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_8_7_34_K,46.24,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_8_7_34_THETAEQ,120.0000514290816,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_8_9_35_K,43.9,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_8_9_35_THETAEQ,109.3100466757202,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_8_9_36_K,43.9,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_8_9_36_THETAEQ,109.3100466757202,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_9_10_37_K,43.28,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_9_10_37_THETAEQ,109.1800465627096,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_10_9_35_K,43.23,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_10_9_35_THETAEQ,109.450047194087,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_10_9_36_K,43.23,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_10_9_36_THETAEQ,109.450047194087,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_10_11_38_K,43.23,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_10_11_38_THETAEQ,109.450047194087,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_10_26_56_K,66.43000000000001,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_10_26_56_THETAEQ,96.00004114326525,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_11_10_37_K,43.28,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_11_10_37_THETAEQ,109.1800465627096,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_11_12_39_K,43.23,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_11_12_39_THETAEQ,109.450047194087,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_11_16_44_K,43.84,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_11_16_44_THETAEQ,106.4200458382069,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_12_11_38_K,43.23,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_12_11_38_THETAEQ,109.450047194087,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_12_13_40_K,43.23,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_12_13_40_THETAEQ,109.450047194087,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_12_13_41_K,43.23,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_12_13_41_THETAEQ,109.450047194087,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_13_12_39_K,43.23,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_13_12_39_THETAEQ,109.450047194087,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_13_14_42_K,43.23,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_13_14_42_THETAEQ,109.450047194087,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_13_14_43_K,43.23,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_13_14_43_THETAEQ,109.450047194087,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_14_13_40_K,43.23,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_14_13_40_THETAEQ,109.450047194087,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_14_13_41_K,43.23,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_14_13_41_THETAEQ,109.450047194087,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_15_14_42_K,43.24,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_15_14_42_THETAEQ,109.3400467458733,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_15_14_43_K,43.24,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_15_14_43_THETAEQ,109.3400467458733,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_15_16_44_K,42.65,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_15_16_44_THETAEQ,111.1700475874625,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_15_25_53_K,43.06,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_15_25_53_THETAEQ,110.5300474277657,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_15_25_54_K,43.06,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_15_25_54_THETAEQ,110.5300474277657,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_15_25_55_K,43.06,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_15_25_55_THETAEQ,110.5300474277657,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_16_17_45_K,42.65,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_16_17_45_THETAEQ,111.1700475874625,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_16_17_46_K,42.65,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_16_17_46_THETAEQ,111.1700475874625,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_16_11_38_K,43.24,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_16_11_38_THETAEQ,109.3400467458733,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_17_16_44_K,42.65,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_17_16_44_THETAEQ,111.1700475874625,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_17_18_47_K,42.65,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_17_18_47_THETAEQ,111.1700475874625,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_17_18_48_K,42.65,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_17_18_48_THETAEQ,111.1700475874625,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_18_17_45_K,42.65,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_18_17_45_THETAEQ,111.1700475874625,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_18_17_46_K,42.65,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_18_17_46_THETAEQ,111.1700475874625,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_19_18_47_K,42.65,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_19_18_47_THETAEQ,111.1700475874625,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_19_18_48_K,42.65,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_19_18_48_THETAEQ,111.1700475874625,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_19_20_49_K,42.65,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_19_20_49_THETAEQ,111.1700475874625,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_19_20_50_K,42.65,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_19_20_50_THETAEQ,111.1700475874625,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_20_21_51_K,42.65,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_20_21_51_THETAEQ,111.1700475874625,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_20_21_52_K,42.65,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_20_21_52_THETAEQ,111.1700475874625,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_21_20_49_K,42.65,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_21_20_49_THETAEQ,111.1700475874625,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_21_20_50_K,42.65,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_21_20_50_THETAEQ,111.1700475874625,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_22_21_51_K,43.5,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_22_21_51_THETAEQ,108.6400464458703,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_22_21_52_K,43.5,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_22_21_52_THETAEQ,108.6400464458703,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_26_10_37_K,41.51,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_26_10_37_THETAEQ,108.720046823931,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_27_1_28_K,35.8,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_27_1_28_THETAEQ,107.7300462277537,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_27_1_29_K,35.8,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_27_1_29_THETAEQ,107.7300462277537,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_28_1_29_K,35.8,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_28_1_29_THETAEQ,107.7300462277537,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_30_3_31_K,35.93,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_30_3_31_THETAEQ,106.6200459239221,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_32_4_33_K,35.93,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_32_4_33_THETAEQ,106.6200459239221,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_35_9_36_K,35.93,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_35_9_36_THETAEQ,106.6200459239221,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_40_13_41_K,35.93,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_40_13_41_THETAEQ,106.6200459239221,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_42_14_43_K,35.93,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_42_14_43_THETAEQ,106.6200459239221,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_45_17_46_K,35.91,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_45_17_46_THETAEQ,107.2200461810675,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_47_18_48_K,35.91,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_47_18_48_THETAEQ,107.2200461810675,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_49_20_50_K,35.91,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_49_20_50_THETAEQ,107.2200461810675,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_51_21_52_K,35.91,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_51_21_52_THETAEQ,107.2200461810675,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_53_25_54_K,35.8,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_53_25_54_THETAEQ,107.7300462277537,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_53_25_55_K,35.8,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_53_25_55_THETAEQ,107.7300462277537,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_54_25_55_K,35.8,kcal/mol/radian^2,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
ANGLE_54_25_55_THETAEQ,107.7300462277537,degree,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology,FROZEN_BASELINE
PROPER_1_1_2_3_4,pk=0.52;phase=0;periodicity=3;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
PROPER_2_1_2_8_7,pk=0;phase=0;periodicity=2;scee=1.2;scnb=2,kcal/mol;degree;dimensionless,analysis/mettl7-phase2/execution-unit-05O/model-form-analysis/baseline/baseline.parm7,GAFF2/parmchk2 topology including 1-4 scaling,FROZEN_BASELINE
